;cep;bairro
5744;91796-022;Lomba do Pinheiro
5745;91796-141;Lomba do Pinheiro
5746;91796-062;Lomba do Pinheiro
5747;91796-161;Lomba do Pinheiro
5748;91796-070;Lomba do Pinheiro
5749;91796-181;Lomba do Pinheiro
5750;90050-230;Cidade Baixa
5751;90010-250;Centro Histórico
5752;91540-070;Lomba do Pinheiro
5753;91790-322;Restinga
5754;91790-519;Restinga
5755;91790-512;Restinga
5756;91790-229;Restinga
5757;91792-800;Restinga
5758;91790-879;Restinga
5759;91791-890;Restinga
5760;91790-117;Restinga
5761;91791-800;Restinga
5762;91791-099;Restinga
5763;91791-550;Restinga
5764;91791-231;Restinga
5765;91791-540;Restinga
5766;91796-101;Lomba do Pinheiro
5767;91796-000;Lomba do Pinheiro
5768;91796-119;Lomba do Pinheiro
5769;91796-022;Lomba do Pinheiro
5770;91796-141;Lomba do Pinheiro
5771;91796-062;Lomba do Pinheiro
5772;91796-161;Lomba do Pinheiro
5773;91796-070;Lomba do Pinheiro
5774;91796-181;Lomba do Pinheiro
5775;90050-230;Cidade Baixa
5776;90010-250;Centro Histórico
5777;91540-070;Lomba do Pinheiro
5778;91790-322;Restinga
5779;91790-519;Restinga
5780;91790-512;Restinga
5781;91790-229;Restinga
5782;91792-800;Restinga
5783;91790-879;Restinga
5784;91791-890;Restinga
5785;91790-117;Restinga
5786;91791-800;Restinga
5787;91791-099;Restinga
5788;91791-550;Restinga
5789;91791-231;Restinga
5790;91791-540;Restinga
5791;91796-101;Lomba do Pinheiro
5792;91796-000;Lomba do Pinheiro
5793;91796-119;Lomba do Pinheiro
5794;91796-022;Lomba do Pinheiro
5795;91796-141;Lomba do Pinheiro
5796;91796-062;Lomba do Pinheiro
5797;91796-161;Lomba do Pinheiro
5798;91796-070;Lomba do Pinheiro
5799;91796-181;Lomba do Pinheiro
5800;90050-230;Cidade Baixa
5801;90010-250;Centro Histórico
5802;91540-070;Lomba do Pinheiro
5803;91790-322;Restinga
5804;91790-519;Restinga
5805;91790-512;Restinga
5806;91790-229;Restinga
5807;91792-800;Restinga
5808;91790-879;Restinga
5809;91791-890;Restinga
5810;91790-117;Restinga
5811;91791-800;Restinga
5812;91791-099;Restinga
5813;91791-550;Restinga
5814;91791-231;Restinga
5815;91791-540;Restinga
5816;91796-101;Lomba do Pinheiro
5817;91796-000;Lomba do Pinheiro
5818;91796-119;Lomba do Pinheiro
5819;91796-022;Lomba do Pinheiro
5820;91796-141;Lomba do Pinheiro
5821;91796-062;Lomba do Pinheiro
5822;91796-161;Lomba do Pinheiro
5823;91796-070;Lomba do Pinheiro
5824;91796-181;Lomba do Pinheiro
5825;90050-230;Cidade Baixa
5826;90010-250;Centro Histórico
5827;91540-070;Lomba do Pinheiro
5828;91790-322;Restinga
5829;91790-519;Restinga
5830;91790-512;Restinga
5831;91790-229;Restinga
5832;91792-800;Restinga
5833;91790-879;Restinga
5834;91791-890;Restinga
5835;91790-117;Restinga
5836;91791-800;Restinga
5837;91791-099;Restinga
5838;91791-550;Restinga
5839;91791-231;Restinga
5840;91791-540;Restinga
5841;91796-101;Lomba do Pinheiro
5842;91796-000;Lomba do Pinheiro
5843;91796-119;Lomba do Pinheiro
5844;91796-022;Lomba do Pinheiro
5845;91796-141;Lomba do Pinheiro
5846;91796-062;Lomba do Pinheiro
5847;91796-161;Lomba do Pinheiro
5848;91796-070;Lomba do Pinheiro
5849;91796-181;Lomba do Pinheiro
5850;90050-230;Cidade Baixa
5851;90010-250;Centro Histórico
5852;91540-070;Lomba do Pinheiro
5853;91790-322;Restinga
5854;91790-519;Restinga
5855;91790-512;Restinga
5856;91790-229;Restinga
5857;91792-800;Restinga
5858;91790-879;Restinga
5859;91791-890;Restinga
5860;91790-117;Restinga
5861;91791-800;Restinga
5862;91791-099;Restinga
5863;91791-550;Restinga
5864;91791-231;Restinga
5865;91791-540;Restinga
5866;91796-101;Lomba do Pinheiro
5867;91796-000;Lomba do Pinheiro
5868;91796-119;Lomba do Pinheiro
5869;91796-022;Lomba do Pinheiro
5870;91796-141;Lomba do Pinheiro
5871;91796-062;Lomba do Pinheiro
5872;91796-161;Lomba do Pinheiro
5873;91796-070;Lomba do Pinheiro
5874;91796-181;Lomba do Pinheiro
5875;90050-230;Cidade Baixa
5876;90010-250;Centro Histórico
5877;91540-070;Lomba do Pinheiro
5878;91790-322;Restinga
5879;91790-519;Restinga
5880;91790-512;Restinga
5881;91790-229;Restinga
5882;91792-800;Restinga
5883;91790-879;Restinga
5884;91791-890;Restinga
5885;91790-117;Restinga
5886;91791-800;Restinga
5887;91791-099;Restinga
5888;91791-550;Restinga
5889;91791-231;Restinga
5890;91791-540;Restinga
5891;91796-101;Lomba do Pinheiro
5892;91796-000;Lomba do Pinheiro
5893;91796-119;Lomba do Pinheiro
5894;91796-022;Lomba do Pinheiro
5895;91796-141;Lomba do Pinheiro
5896;91796-062;Lomba do Pinheiro
5897;91796-161;Lomba do Pinheiro
5898;91796-070;Lomba do Pinheiro
5899;91796-181;Lomba do Pinheiro
5900;90050-230;Cidade Baixa
5901;90010-250;Centro Histórico
5902;91540-070;Lomba do Pinheiro
5903;91790-322;Restinga
5904;91790-519;Restinga
5905;91790-512;Restinga
5906;91790-229;Restinga
5907;91792-800;Restinga
5908;91790-879;Restinga
5909;91791-890;Restinga
5910;91790-117;Restinga
5911;91791-800;Restinga
5912;91791-099;Restinga
5913;91791-550;Restinga
5914;91791-231;Restinga
5915;91791-540;Restinga
5916;91796-101;Lomba do Pinheiro
5917;91796-000;Lomba do Pinheiro
5918;91796-119;Lomba do Pinheiro
5919;91796-022;Lomba do Pinheiro
5920;91796-141;Lomba do Pinheiro
5921;91796-062;Lomba do Pinheiro
5922;91796-161;Lomba do Pinheiro
5923;91796-070;Lomba do Pinheiro
5924;91796-181;Lomba do Pinheiro
5925;90050-230;Cidade Baixa
5926;90010-250;Centro Histórico
5927;91540-070;Lomba do Pinheiro
5928;91790-322;Restinga
5929;91790-519;Restinga
5930;91790-512;Restinga
5931;91790-229;Restinga
5932;91792-800;Restinga
5933;91790-879;Restinga
5934;91791-890;Restinga
5935;91790-117;Restinga
5936;91791-800;Restinga
5937;91791-099;Restinga
5938;91791-550;Restinga
5939;91791-231;Restinga
5940;91791-540;Restinga
5941;91796-101;Lomba do Pinheiro
5942;91796-000;Lomba do Pinheiro
5943;91796-119;Lomba do Pinheiro
5944;91796-022;Lomba do Pinheiro
5945;91796-141;Lomba do Pinheiro
5946;91796-062;Lomba do Pinheiro
5947;91796-161;Lomba do Pinheiro
5948;91796-070;Lomba do Pinheiro
5949;91796-181;Lomba do Pinheiro
5950;90050-230;Cidade Baixa
5951;90010-250;Centro Histórico
5952;91540-070;Lomba do Pinheiro
5953;91790-322;Restinga
5954;91790-519;Restinga
5955;91790-512;Restinga
5956;91790-229;Restinga
5957;91792-800;Restinga
5958;91790-879;Restinga
5959;91791-890;Restinga
5960;91790-117;Restinga
5961;91791-800;Restinga
5962;91791-099;Restinga
5963;91791-550;Restinga
5964;91791-231;Restinga
5965;91791-540;Restinga
5966;91796-101;Lomba do Pinheiro
5967;91796-000;Lomba do Pinheiro
5968;91796-119;Lomba do Pinheiro
5969;91796-022;Lomba do Pinheiro
5970;91796-141;Lomba do Pinheiro
5971;91796-062;Lomba do Pinheiro
5972;91796-161;Lomba do Pinheiro
5973;91796-070;Lomba do Pinheiro
5974;91796-181;Lomba do Pinheiro
5975;90050-230;Cidade Baixa
5976;90010-250;Centro Histórico
5977;91540-070;Lomba do Pinheiro
5978;91790-322;Restinga
5979;91790-519;Restinga
5980;91790-512;Restinga
5981;91790-229;Restinga
5982;91792-800;Restinga
5983;91790-879;Restinga
5984;91791-890;Restinga
5985;91790-117;Restinga
5986;91791-800;Restinga
5987;91791-099;Restinga
5988;91791-550;Restinga
5989;91791-231;Restinga
5990;91791-540;Restinga
5991;91796-101;Lomba do Pinheiro
5992;91796-000;Lomba do Pinheiro
5993;91796-119;Lomba do Pinheiro
5994;91796-022;Lomba do Pinheiro
5995;91796-141;Lomba do Pinheiro
5996;91796-062;Lomba do Pinheiro
5997;91796-161;Lomba do Pinheiro
5998;91796-070;Lomba do Pinheiro
5999;91796-181;Lomba do Pinheiro
6000;90050-230;Cidade Baixa
6001;90010-250;Centro Histórico
6002;91540-070;Lomba do Pinheiro
6003;91790-322;Restinga
6004;91790-519;Restinga
6005;91790-512;Restinga
6006;91790-229;Restinga
6007;91792-800;Restinga
6008;91790-879;Restinga
6009;91791-890;Restinga
6010;91790-117;Restinga
6011;91791-800;Restinga
6012;91791-099;Restinga
6013;91791-550;Restinga
6014;91791-231;Restinga
6015;91791-540;Restinga
6016;91796-101;Lomba do Pinheiro
6017;91796-000;Lomba do Pinheiro
6018;91796-119;Lomba do Pinheiro
6019;91796-022;Lomba do Pinheiro
6020;91796-141;Lomba do Pinheiro
6021;91796-062;Lomba do Pinheiro
6022;91796-161;Lomba do Pinheiro
6023;91796-070;Lomba do Pinheiro
6024;91796-181;Lomba do Pinheiro
6025;90050-230;Cidade Baixa
6026;90010-250;Centro Histórico
6027;91540-070;Lomba do Pinheiro
6028;91790-322;Restinga
6029;91790-519;Restinga
6030;91790-512;Restinga
6031;91790-229;Restinga
6032;91792-800;Restinga
6033;91790-879;Restinga
6034;91791-890;Restinga
6035;91790-117;Restinga
6036;91791-800;Restinga
6037;91791-099;Restinga
6038;91791-550;Restinga
6039;91791-231;Restinga
6040;91791-540;Restinga
6041;91796-101;Lomba do Pinheiro
6042;91796-000;Lomba do Pinheiro
6043;91796-119;Lomba do Pinheiro
6044;91796-022;Lomba do Pinheiro
6045;91796-141;Lomba do Pinheiro
6046;91796-062;Lomba do Pinheiro
6047;91796-161;Lomba do Pinheiro
6048;91796-070;Lomba do Pinheiro
6049;91796-181;Lomba do Pinheiro
6050;90050-230;Cidade Baixa
6051;90010-250;Centro Histórico
6052;91540-070;Lomba do Pinheiro
6053;91790-322;Restinga
6054;91790-519;Restinga
6055;91790-512;Restinga
6056;91790-229;Restinga
6057;91792-800;Restinga
6058;91790-879;Restinga
6059;91791-890;Restinga
6060;91790-117;Restinga
6061;91791-800;Restinga
6062;91791-099;Restinga
6063;91791-550;Restinga
6064;91791-231;Restinga
6065;91791-540;Restinga
6066;91796-101;Lomba do Pinheiro
6067;91796-000;Lomba do Pinheiro
6068;91796-119;Lomba do Pinheiro
6069;91796-022;Lomba do Pinheiro
6070;91796-141;Lomba do Pinheiro
6071;91796-062;Lomba do Pinheiro
6072;91796-161;Lomba do Pinheiro
6073;91796-070;Lomba do Pinheiro
6074;91796-181;Lomba do Pinheiro
6075;90050-230;Cidade Baixa
6076;90010-250;Centro Histórico
6077;91540-070;Lomba do Pinheiro
6078;91790-322;Restinga
6079;91790-519;Restinga
6080;91790-512;Restinga
6081;91790-229;Restinga
6082;91792-800;Restinga
6083;91790-879;Restinga
6084;91791-890;Restinga
6085;91790-117;Restinga
6086;91791-800;Restinga
6087;91791-099;Restinga
6088;91791-550;Restinga
6089;91791-231;Restinga
6090;91791-540;Restinga
6091;91796-101;Lomba do Pinheiro
6092;91796-000;Lomba do Pinheiro
6093;91796-119;Lomba do Pinheiro
6094;91796-022;Lomba do Pinheiro
6095;91796-141;Lomba do Pinheiro
6096;91796-062;Lomba do Pinheiro
6097;91796-161;Lomba do Pinheiro
6098;91796-070;Lomba do Pinheiro
6099;91796-181;Lomba do Pinheiro
6100;90050-230;Cidade Baixa
6101;90010-250;Centro Histórico
6102;91540-070;Lomba do Pinheiro
6103;91790-322;Restinga
6104;91790-519;Restinga
6105;91790-512;Restinga
6106;91790-229;Restinga
6107;91792-800;Restinga
6108;91790-879;Restinga
6109;91791-890;Restinga
6110;91790-117;Restinga
6111;91791-800;Restinga
6112;91791-099;Restinga
6113;91791-550;Restinga
6114;91791-231;Restinga
6115;91791-540;Restinga
6116;91796-101;Lomba do Pinheiro
6117;91796-000;Lomba do Pinheiro
6118;91796-119;Lomba do Pinheiro
6119;91796-022;Lomba do Pinheiro
6120;91796-141;Lomba do Pinheiro
6121;91796-062;Lomba do Pinheiro
6122;91796-161;Lomba do Pinheiro
6123;91796-070;Lomba do Pinheiro
6124;91796-181;Lomba do Pinheiro
6125;90050-230;Cidade Baixa
6126;90010-250;Centro Histórico
6127;91540-070;Lomba do Pinheiro
6128;91790-322;Restinga
6129;91790-519;Restinga
6130;91790-512;Restinga
6131;91790-229;Restinga
6132;91792-800;Restinga
6133;91790-879;Restinga
6134;91791-890;Restinga
6135;91790-117;Restinga
6136;91791-800;Restinga
6137;91791-099;Restinga
6138;91791-550;Restinga
6139;91791-231;Restinga
6140;91791-540;Restinga
6141;91796-101;Lomba do Pinheiro
6142;91796-000;Lomba do Pinheiro
6143;91796-119;Lomba do Pinheiro
6144;91796-022;Lomba do Pinheiro
6145;91796-141;Lomba do Pinheiro
6146;91796-062;Lomba do Pinheiro
6147;91796-161;Lomba do Pinheiro
6148;91796-070;Lomba do Pinheiro
6149;91796-181;Lomba do Pinheiro
6150;90050-230;Cidade Baixa
6151;90010-250;Centro Histórico
6152;91540-070;Lomba do Pinheiro
6153;91790-322;Restinga
6154;91790-519;Restinga
6155;91790-512;Restinga
6156;91790-229;Restinga
6157;91792-800;Restinga
6158;91790-879;Restinga
6159;91791-890;Restinga
6160;91790-117;Restinga
6161;91791-800;Restinga
6162;91791-099;Restinga
6163;91791-550;Restinga
6164;91791-231;Restinga
6165;91791-540;Restinga
6166;91796-101;Lomba do Pinheiro
6167;91796-000;Lomba do Pinheiro
6168;91796-119;Lomba do Pinheiro
6169;91796-022;Lomba do Pinheiro
6170;91796-141;Lomba do Pinheiro
6171;91796-062;Lomba do Pinheiro
6172;91796-161;Lomba do Pinheiro
6173;91796-070;Lomba do Pinheiro
6174;91796-181;Lomba do Pinheiro
6175;90050-230;Cidade Baixa
6176;90010-250;Centro Histórico
6177;91540-070;Lomba do Pinheiro
6178;91790-322;Restinga
6179;91790-519;Restinga
6180;91790-512;Restinga
6181;91790-229;Restinga
6182;91792-800;Restinga
6183;91790-879;Restinga
6184;91791-890;Restinga
6185;91790-117;Restinga
6186;91791-800;Restinga
6187;91791-099;Restinga
6188;91791-550;Restinga
6189;91791-231;Restinga
6190;91791-540;Restinga
6191;91796-101;Lomba do Pinheiro
6192;91796-000;Lomba do Pinheiro
6193;91796-119;Lomba do Pinheiro
6194;91796-022;Lomba do Pinheiro
6195;91796-141;Lomba do Pinheiro
6196;91796-062;Lomba do Pinheiro
6197;91796-161;Lomba do Pinheiro
6198;91796-070;Lomba do Pinheiro
6199;91796-181;Lomba do Pinheiro
6200;90050-230;Cidade Baixa
6201;90010-250;Centro Histórico
6202;91540-070;Lomba do Pinheiro
6203;91790-322;Restinga
6204;91790-519;Restinga
6205;91790-512;Restinga
6206;91790-229;Restinga
6207;91792-800;Restinga
6208;91790-879;Restinga
6209;91791-890;Restinga
6210;91790-117;Restinga
6211;91791-800;Restinga
6212;91791-099;Restinga
6213;91791-550;Restinga
6214;91791-231;Restinga
6215;91791-540;Restinga
6216;91796-101;Lomba do Pinheiro
6217;91796-000;Lomba do Pinheiro
6218;91796-119;Lomba do Pinheiro
6219;91796-022;Lomba do Pinheiro
6220;91796-141;Lomba do Pinheiro
6221;91796-062;Lomba do Pinheiro
6222;91796-161;Lomba do Pinheiro
6223;91796-070;Lomba do Pinheiro
6224;91796-181;Lomba do Pinheiro
6225;90050-230;Cidade Baixa
6226;90010-250;Centro Histórico
6227;91540-070;Lomba do Pinheiro
6228;91790-322;Restinga
6229;91790-519;Restinga
6230;91790-512;Restinga
6231;91790-229;Restinga
6232;91792-800;Restinga
6233;91790-879;Restinga
6234;91791-890;Restinga
6235;91790-117;Restinga
6236;91791-800;Restinga
6237;91791-099;Restinga
6238;91791-550;Restinga
6239;91791-231;Restinga
6240;91791-540;Restinga
6241;91796-101;Lomba do Pinheiro
6242;91796-000;Lomba do Pinheiro
6243;91796-119;Lomba do Pinheiro
6244;91796-022;Lomba do Pinheiro
6245;91796-141;Lomba do Pinheiro
6246;91796-062;Lomba do Pinheiro
6247;91796-161;Lomba do Pinheiro
6248;91796-070;Lomba do Pinheiro
6249;91796-181;Lomba do Pinheiro
6250;90050-230;Cidade Baixa
6251;90010-250;Centro Histórico
6252;91540-070;Lomba do Pinheiro
6253;91790-322;Restinga
6254;91790-519;Restinga
6255;91790-512;Restinga
6256;91790-229;Restinga
6257;91792-800;Restinga
6258;91790-879;Restinga
6259;91791-890;Restinga
6260;91790-117;Restinga
6261;91791-800;Restinga
6262;91791-099;Restinga
6263;91791-550;Restinga
6264;91791-231;Restinga
6265;91791-540;Restinga
6266;91796-101;Lomba do Pinheiro
6267;91796-000;Lomba do Pinheiro
6268;91796-119;Lomba do Pinheiro
6269;91796-022;Lomba do Pinheiro
6270;91796-141;Lomba do Pinheiro
6271;91796-062;Lomba do Pinheiro
6272;91796-161;Lomba do Pinheiro
6273;91796-070;Lomba do Pinheiro
6274;91796-181;Lomba do Pinheiro
6275;90050-230;Cidade Baixa
6276;90010-250;Centro Histórico
6277;91540-070;Lomba do Pinheiro
6278;91790-322;Restinga
6279;91790-519;Restinga
6280;91790-512;Restinga
6281;91790-229;Restinga
6282;91792-800;Restinga
6283;91790-879;Restinga
6284;91791-890;Restinga
6285;91790-117;Restinga
6286;91791-800;Restinga
6287;91791-099;Restinga
6288;91791-550;Restinga
6289;91791-231;Restinga
6290;91791-540;Restinga
6291;91796-101;Lomba do Pinheiro
6292;91796-000;Lomba do Pinheiro
6293;91796-119;Lomba do Pinheiro
6294;91796-022;Lomba do Pinheiro
6295;91796-141;Lomba do Pinheiro
6296;91796-062;Lomba do Pinheiro
6297;91796-161;Lomba do Pinheiro
6298;91796-070;Lomba do Pinheiro
6299;91796-181;Lomba do Pinheiro
6300;90050-230;Cidade Baixa
6301;90010-250;Centro Histórico
6302;91540-070;Lomba do Pinheiro
6303;91790-322;Restinga
6304;91790-519;Restinga
6305;91790-512;Restinga
6306;91790-229;Restinga
6307;91792-800;Restinga
6308;91790-879;Restinga
6309;91791-890;Restinga
6310;91790-117;Restinga
6311;91791-800;Restinga
6312;91791-099;Restinga
6313;91791-550;Restinga
6314;91791-231;Restinga
6315;91791-540;Restinga
6316;91796-101;Lomba do Pinheiro
6317;91796-000;Lomba do Pinheiro
6318;91796-119;Lomba do Pinheiro
6319;91796-022;Lomba do Pinheiro
6320;91796-141;Lomba do Pinheiro
6321;91796-062;Lomba do Pinheiro
6322;91796-161;Lomba do Pinheiro
6323;91796-070;Lomba do Pinheiro
6324;91796-181;Lomba do Pinheiro
6325;90050-230;Cidade Baixa
6326;90010-250;Centro Histórico
6327;91540-070;Lomba do Pinheiro
6328;91790-322;Restinga
6329;91790-519;Restinga
6330;91790-512;Restinga
6331;91790-229;Restinga
6332;91792-800;Restinga
6333;91790-879;Restinga
6334;91791-890;Restinga
6335;91790-117;Restinga
6336;91791-800;Restinga
6337;91791-099;Restinga
6338;91791-550;Restinga
6339;91791-231;Restinga
6340;91791-540;Restinga
6341;91796-101;Lomba do Pinheiro
6342;91796-000;Lomba do Pinheiro
6343;91796-119;Lomba do Pinheiro
6344;91796-022;Lomba do Pinheiro
6345;91796-141;Lomba do Pinheiro
6346;91796-062;Lomba do Pinheiro
6347;91796-161;Lomba do Pinheiro
6348;91796-070;Lomba do Pinheiro
6349;91796-181;Lomba do Pinheiro
6350;90050-230;Cidade Baixa
6351;90010-250;Centro Histórico
6352;91540-070;Lomba do Pinheiro
6353;91790-322;Restinga
6354;91790-519;Restinga
6355;91790-512;Restinga
6356;91790-229;Restinga
6357;91792-800;Restinga
6358;91790-879;Restinga
6359;91791-890;Restinga
6360;91790-117;Restinga
6361;91791-800;Restinga
6362;91791-099;Restinga
6363;91791-550;Restinga
6364;91791-231;Restinga
6365;91791-540;Restinga
6366;91796-101;Lomba do Pinheiro
6367;91796-000;Lomba do Pinheiro
6368;91796-119;Lomba do Pinheiro
6369;91796-022;Lomba do Pinheiro
6370;91796-141;Lomba do Pinheiro
6371;91796-062;Lomba do Pinheiro
6372;91796-161;Lomba do Pinheiro
6373;91796-070;Lomba do Pinheiro
6374;91796-181;Lomba do Pinheiro
6375;90050-230;Cidade Baixa
6376;90010-250;Centro Histórico
6377;91540-070;Lomba do Pinheiro
6378;91790-322;Restinga
6379;91790-519;Restinga
6380;91790-512;Restinga
6381;91790-229;Restinga
6382;91792-800;Restinga
6383;91790-879;Restinga
6384;91791-890;Restinga
6385;91790-117;Restinga
6386;91791-800;Restinga
6387;91791-099;Restinga
6388;91791-550;Restinga
6389;91791-231;Restinga
6390;91791-540;Restinga
6391;91796-101;Lomba do Pinheiro
6392;91796-000;Lomba do Pinheiro
6393;91796-119;Lomba do Pinheiro
6394;91796-022;Lomba do Pinheiro
6395;91796-141;Lomba do Pinheiro
6396;91796-062;Lomba do Pinheiro
6397;91796-161;Lomba do Pinheiro
6398;91796-070;Lomba do Pinheiro
6399;91796-181;Lomba do Pinheiro
6400;90050-230;Cidade Baixa
6401;90010-250;Centro Histórico
6402;91540-070;Lomba do Pinheiro
6403;91790-322;Restinga
6404;91790-519;Restinga
6405;91790-512;Restinga
6406;91790-229;Restinga
6407;91792-800;Restinga
6408;91790-879;Restinga
6409;91791-890;Restinga
6410;91790-117;Restinga
6411;91791-800;Restinga
6412;91791-099;Restinga
6413;91791-550;Restinga
6414;91791-231;Restinga
6415;91791-540;Restinga
6416;91796-101;Lomba do Pinheiro
6417;91796-000;Lomba do Pinheiro
6418;91796-119;Lomba do Pinheiro
6419;91796-022;Lomba do Pinheiro
6420;91796-141;Lomba do Pinheiro
6421;91796-062;Lomba do Pinheiro
6422;91796-161;Lomba do Pinheiro
6423;91796-070;Lomba do Pinheiro
6424;91796-181;Lomba do Pinheiro
6425;90050-230;Cidade Baixa
6426;90010-250;Centro Histórico
6427;91540-070;Lomba do Pinheiro
6428;91790-322;Restinga
6429;91790-519;Restinga
6430;91790-512;Restinga
6431;91790-229;Restinga
6432;91792-800;Restinga
6433;91790-879;Restinga
6434;91791-890;Restinga
6435;91790-117;Restinga
6436;91791-800;Restinga
6437;91791-099;Restinga
6438;91791-550;Restinga
6439;91791-231;Restinga
6440;91791-540;Restinga
6441;91796-101;Lomba do Pinheiro
6442;91796-000;Lomba do Pinheiro
6443;91796-119;Lomba do Pinheiro
6444;91796-022;Lomba do Pinheiro
6445;91796-141;Lomba do Pinheiro
6446;91796-062;Lomba do Pinheiro
6447;91796-161;Lomba do Pinheiro
6448;91796-070;Lomba do Pinheiro
6449;91796-181;Lomba do Pinheiro
6450;90050-230;Cidade Baixa
6451;90010-250;Centro Histórico
6452;91540-070;Lomba do Pinheiro
6453;91790-322;Restinga
6454;91790-519;Restinga
6455;91790-512;Restinga
6456;91790-229;Restinga
6457;91792-800;Restinga
6458;91790-879;Restinga
6459;91791-890;Restinga
6460;91790-117;Restinga
6461;91791-800;Restinga
6462;91791-099;Restinga
6463;91791-550;Restinga
6464;91791-231;Restinga
6465;91791-540;Restinga
6466;91796-101;Lomba do Pinheiro
6467;91796-000;Lomba do Pinheiro
6468;91796-119;Lomba do Pinheiro
6469;91796-022;Lomba do Pinheiro
6470;91796-141;Lomba do Pinheiro
6471;91796-062;Lomba do Pinheiro
6472;91796-161;Lomba do Pinheiro
